,wind_speed_10m,wind_speed_100m,wind_direction_100m,wind_mw,hour,month,dayofweek,quarter,hour_sin,hour_cos,month_sin,month_cos,wind_dir_sin,wind_dir_cos,wind_mw_lag1,wind_mw_lag24,wind_mw_lag48,wind_mw_lag168,wspeed_lag1,wspeed_lag24,wind_mw_roll6,wind_mw_roll24,wspeed_roll6,wspeed_roll24,wind_mw_normalized
2019-01-08 10:00:00,31.39233,49.32394,236.3099,38458.0,10,1,1,1,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.8320499799455239,-0.5547006678134192,38364.0,8139.0,5151.0,32990.0,46.210594,12.261158,36897.333333333336,27649.833333333332,42.00690483333333,32.05732616666667,0.9560720944686141
2019-01-08 11:00:00,32.84494,51.14788,247.22499,38809.0,11,1,1,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-0.9220320818363964,-0.3871134718198796,38458.0,9521.0,5507.0,33379.0,49.32394,13.75558,37598.5,28913.125,43.894789833333334,33.601608750000004,0.9647980111870728
2019-01-08 12:00:00,32.79361,51.252926,255.76851,38478.0,12,1,1,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.969310381519273,-0.24584016002061476,38809.0,10857.0,5855.0,34172.0,51.14788,16.23596,38098.166666666664,30133.458333333332,46.05689016666667,35.15962125,0.9565692977004351
2019-01-08 13:00:00,31.012281,48.183548,263.56534,37654.0,13,1,1,1,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.9937003063083099,-0.11207007291320549,38478.0,12146.0,5853.0,34623.0,51.252926,20.16,38354.666666666664,31284.333333333332,47.843779500000004,36.6186615,0.9360845245494096
2019-01-08 14:00:00,30.05515,46.755672,279.75235,37415.0,14,1,1,1,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-0.9855491123189964,0.16938992652232357,37654.0,14248.0,5849.0,34728.0,48.183548,24.522316,38359.166666666664,32347.166666666668,48.701923,37.78630933333333,0.9301429459291486
2019-01-08 15:00:00,30.173496,46.060303,291.552,37852.0,15,1,1,1,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-0.930084558879798,0.36734549586645465,37415.0,16886.0,6116.0,35739.0,46.755672,25.922499,38196.333333333336,33312.458333333336,48.812426666666674,38.71269916666667,0.9410068365444375
2019-01-08 16:00:00,28.241077,44.41297,289.90384,37718.0,16,1,1,1,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.9402653124422452,0.3404425681636876,37852.0,20460.0,6942.0,36283.0,46.060303,27.117346,38111.0,34186.041666666664,48.78737816666666,39.551774333333334,0.9376755748912368
2019-01-08 17:00:00,28.079998,43.35123,294.0108,37185.0,17,1,1,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.9134687733626667,0.40690883511089443,37718.0,24004.0,7581.0,36324.0,44.41297,27.112564,37987.666666666664,34905.125,47.96888316666667,40.27242533333334,0.9244251087632069
2019-01-08 18:00:00,24.693481,39.463947,316.10873,37082.0,18,1,1,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.6932920318404758,0.7206567550411948,37185.0,27185.0,7924.0,36045.0,43.35123,25.872454,37717.0,35454.333333333336,46.6694415,40.949036416666665,0.9218645121193287
2019-01-08 19:00:00,24.066206,38.08861,306.54507,36764.0,19,1,1,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,-0.8033887125264964,0.5954549324550252,37082.0,30511.0,7975.0,36055.0,39.463947,27.943514,37484.333333333336,35866.708333333336,44.704611666666665,41.515348625,0.9139589807333748
2019-01-08 20:00:00,24.40046,38.344646,294.3994,36377.0,20,1,1,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.910687986775716,0.4130948931448961,36764.0,32918.0,7925.0,35922.0,38.08861,30.58517,37336.0,36127.25,43.022121999999996,41.93806095833333,0.9043380981976383
2019-01-08 21:00:00,25.478743,39.28456,296.09537,34671.0,21,1,1,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,-0.8980631237604071,0.4398665999387767,36377.0,32685.0,7408.0,34987.0,38.344646,33.425762,37163.0,36271.375,41.62028433333333,42.261372458333334,0.8619266625233064
2019-01-08 22:00:00,24.482647,38.714645,292.98874,34207.0,22,1,1,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,-0.920581623749331,0.39055021958135583,34671.0,33486.0,7319.0,34698.0,39.28456,35.893642,36632.833333333336,36354.125,40.490993833333334,42.505489041666664,0.8503915475450591
2019-01-08 23:00:00,25.045238,39.9097,291.7055,33864.0,23,1,1,1,-0.25881904510252157,0.9659258262890681,0.49999999999999994,0.8660254037844387,-0.929097074112561,0.3698359458942279,34207.0,33843.0,7864.0,32932.0,38.714645,37.179478,36047.666666666664,36384.166666666664,39.541273,42.62303083333333,0.8418645121193288
2019-01-09 00:00:00,25.537172,40.28141,294.2744,32960.0,0,1,2,1,0.0,1.0,0.49999999999999994,0.8660254037844387,-0.9115870520359638,0.4111070986499517,33864.0,33656.0,8451.0,31614.0,39.9097,37.72965,35494.166666666664,36385.041666666664,38.96768466666666,42.736790083333325,0.8193909260410193
2019-01-09 01:00:00,24.795612,38.49981,298.4821,32406.0,1,1,2,1,0.25881904510252074,0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.878966140818622,0.4768841822648538,32960.0,33712.0,8973.0,30448.0,40.28141,39.014767,34807.166666666664,36356.041666666664,39.1039285,42.84311341666666,0.8056183965195773
2019-01-09 02:00:00,26.486313,40.641754,304.53473,32087.0,2,1,2,1,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.8237827084879699,0.5669056792767422,32406.0,33924.0,9315.0,29532.0,38.49981,41.046314,34080.833333333336,36301.625,39.17246183333334,42.821656875,0.7976880049720323
2019-01-09 03:00:00,26.009844,41.23847,315.0001,31762.0,3,1,2,1,0.7071067811865475,0.7071067811865476,0.49999999999999994,0.8660254037844387,-0.7071055470513213,0.7071080153196198,32087.0,34031.0,9349.0,29865.0,40.641754,41.556225,33365.833333333336,36225.083333333336,39.555313166666664,42.80480020833334,0.7896084524549409
2019-01-09 04:00:00,25.711662,40.60985,319.67422,30950.0,4,1,2,1,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,-0.6471328735008082,0.7623772321066435,31762.0,34251.0,9456.0,30777.0,41.23847,37.99663,32881.0,36130.541666666664,39.88096483333333,42.79156041666667,0.7694220012430081
2019-01-09 05:00:00,25.212852,40.147667,320.45758,30648.0,5,1,2,1,0.9659258262890683,0.25881904510252074,0.49999999999999994,0.8660254037844387,-0.6366493325593249,0.7711534395642453,30950.0,35811.0,9413.0,31279.0,40.60985,38.175278,32338.166666666668,35993.0,40.19683233333333,42.90044458333333,0.7619142324425109
2019-01-09 06:00:00,26.552288,41.112568,322.829,30055.0,6,1,2,1,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,-0.6041958774153622,0.796835831093382,30648.0,36939.0,8883.0,30781.0,40.147667,40.53159,31802.166666666668,35777.875,40.2364935,42.98262745833333,0.747172156619018
2019-01-09 07:00:00,26.574244,41.251034,327.83563,29494.0,7,1,2,1,0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.5323499587003171,0.8465243773641552,30055.0,37627.0,8406.0,29750.0,41.112568,43.034687,31318.0,35491.041666666664,40.37501983333333,43.006834875,0.7332256059664388
2019-01-09 08:00:00,27.257967,42.732468,330.19534,28892.0,8,1,2,1,0.8660254037844387,-0.4999999999999998,0.49999999999999994,0.8660254037844387,-0.4970445367813695,0.8677250304421291,29494.0,38392.0,7843.0,28755.0,41.251034,46.09265,30832.666666666668,35152.166666666664,40.833557166666665,42.932516,0.7182597886886265
2019-01-09 09:00:00,27.908709,43.469162,333.43503,28669.0,9,1,2,1,0.7071067811865476,-0.7071067811865475,0.49999999999999994,0.8660254037844387,-0.4472123282685462,0.8944278246144997,28892.0,38364.0,7580.0,28243.0,42.732468,46.210594,30300.166666666668,34756.333333333336,41.1820095,42.792508416666664,0.7127159726538222
2019-01-09 10:00:00,27.553524,43.322823,334.9256,29014.0,10,1,2,1,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,-0.42379476839358504,0.9057582427349075,28669.0,38458.0,8139.0,28432.0,43.469162,49.32394,29784.666666666668,34352.375,41.553791499999996,42.67828208333333,0.7212927284027346
2019-01-09 11:00:00,27.943512,43.14747,342.01846,29204.0,11,1,2,1,0.258819045102521,-0.9659258262890682,0.49999999999999994,0.8660254037844387,-0.3087105595539378,0.9511560284306118,29014.0,38809.0,9521.0,28726.0,43.322823,51.14788,29462.0,33958.875,42.00595366666666,42.428235541666666,0.7260161591050341
2019-01-09 12:00:00,25.959969,40.35213,344.47583,29414.0,12,1,2,1,1.2246467991473532e-16,-1.0,0.49999999999999994,0.8660254037844387,-0.26764485601757076,0.9635176340095358,29204.0,38478.0,10857.0,28300.0,43.14747,51.252926,29221.333333333332,33558.666666666664,42.50592083333333,42.094885125,0.7312367930391548
2019-01-09 13:00:00,24.20314,46.527824,338.19852,28889.0,13,1,2,1,-0.2588190451025208,-0.9659258262890683,0.49999999999999994,0.8660254037844387,-0.371391819025749,0.9284762338157856,29414.0,37654.0,12146.0,26490.0,40.35213,48.183548,29114.5,33181.0,42.37918116666667,41.640685291666664,0.7181852082038533
2019-01-09 14:00:00,29.175552,43.659554,346.65125,28224.0,14,1,2,1,-0.4999999999999997,-0.8660254037844388,0.49999999999999994,0.8660254037844387,-0.23087768112444415,0.9729827831768656,28889.0,37415.0,14248.0,24053.0,46.527824,46.755672,29013.666666666668,32815.791666666664,43.258646166666665,41.57169679166667,0.7016532007458048
2019-01-09 15:00:00,28.006058,43.831387,345.73544,27728.0,15,1,2,1,-0.7071067811865471,-0.7071067811865479,0.49999999999999994,0.8660254037844387,-0.24639958597816786,0.9691683259526115,28224.0,37852.0,16886.0,22674.0,43.659554,46.060303,28902.333333333332,32432.833333333332,43.413160500000004,41.442691875,0.6893225605966439
2019-01-09 16:00:00,27.416782,42.793083,349.82455,26550.0,16,1,2,1,-0.8660254037844384,-0.5000000000000004,0.49999999999999994,0.8660254037844387,-0.1766630175848289,0.9842713945949169,27728.0,37718.0,20460.0,21633.0,43.831387,44.41297,28745.5,32011.0,43.473531333333334,41.349820375,0.6600372902423866
2019-01-09 17:00:00,24.288662,38.183765,351.87,26094.0,17,1,2,1,-0.9659258262890683,-0.25881904510252063,0.49999999999999994,0.8660254037844387,-0.14141958777445485,0.9899497462971053,26550.0,37185.0,24004.0,19954.0,42.793083,43.35123,28334.833333333332,31545.666666666668,43.38524133333334,41.28232508333333,0.6487010565568676
2019-01-09 18:00:00,23.499481,36.735878,358.31534,24963.0,18,1,2,1,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,-0.029398627357989742,0.9995677669420249,26094.0,37082.0,27185.0,17931.0,38.183765,39.463947,27816.5,31083.541666666668,42.55795716666667,41.06701404166667,0.6205842137973897
2019-01-09 19:00:00,20.892412,32.791634,2.5168202,23248.0,19,1,2,1,-0.9659258262890684,0.2588190451025203,0.49999999999999994,0.8660254037844387,0.043912673940798445,0.9990353732813314,24963.0,36764.0,30511.0,16526.0,36.735878,38.08861,27074.666666666668,30578.583333333332,41.9552485,40.9533445,0.5779490366687383
2019-01-09 20:00:00,21.841648,35.105072,13.0386715,20935.0,20,1,2,1,-0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,0.22560864926064197,0.9742180132695087,23248.0,36377.0,32918.0,15004.0,32.791634,38.344646,26134.5,30015.416666666668,39.6658835,40.73263716666667,0.520447482908639
2019-01-09 21:00:00,20.211363,32.023815,8.4032955,18511.0,21,1,2,1,-0.7071067811865477,0.7071067811865474,0.49999999999999994,0.8660254037844387,0.14613992861952385,0.9892639290215127,20935.0,34671.0,32685.0,13593.0,35.105072,39.28456,24919.666666666668,29372.0,38.2401365,40.59765491666666,0.46018645121193286
2019-01-09 22:00:00,23.377836,37.641953,12.70712,16901.0,22,1,2,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,0.8660254037844387,0.21996742983813192,0.9755072166880194,18511.0,34207.0,33486.0,12595.0,32.023815,38.714645,23383.5,28698.666666666668,36.27220783333333,40.295123875,0.42016159105034184
