,wind_speed_10m,wind_speed_100m,wind_direction_100m,wind_mw
2019-04-03 23:00:00,14.33234,30.676142,125.9286,9956.0
2019-04-04 00:00:00,15.315873,31.485083,128.96675,9142.0
2019-04-04 01:00:00,15.2947035,31.76375,125.311295,7645.0
2019-04-04 02:00:00,17.068707,32.978832,126.11943,5933.0
2019-04-04 03:00:00,16.58346,32.688713,126.49139,4838.0
2019-04-04 04:00:00,14.693999,30.61482,131.18582,4418.0
2019-04-04 05:00:00,12.10157,27.059933,130.68388,4358.0
2019-04-04 06:00:00,11.435313,25.264202,130.95541,3427.0
2019-04-04 07:00:00,13.708391,27.871534,125.537766,2319.0
2019-04-04 08:00:00,16.92383,29.268686,121.93065,2045.0
2019-04-04 09:00:00,16.746773,24.826954,119.53869,2226.0
2019-04-04 10:00:00,17.0763,23.185787,126.15828,2553.0
2019-04-04 11:00:00,15.782622,20.620804,135.70723,3350.0
2019-04-04 12:00:00,13.755579,17.826363,133.36346,4296.0
2019-04-04 13:00:00,14.4,18.218275,127.77575,5247.0
2019-04-04 14:00:00,14.182355,18.03237,116.05344,5817.0
2019-04-04 15:00:00,15.716793,20.858265,111.25058,5797.0
2019-04-04 16:00:00,18.388212,24.344624,113.532364,5725.0
2019-04-04 17:00:00,16.489416,23.185787,126.15828,6172.0
2019-04-04 18:00:00,8.089993,15.0038395,120.256355,7705.0
2019-04-04 19:00:00,6.379216,14.471821,95.7105,8531.0
2019-04-04 20:00:00,8.669949,19.483284,106.09089,8499.0
2019-04-04 21:00:00,13.039754,28.119204,108.66701,8195.0
2019-04-04 22:00:00,15.815435,31.771912,109.87227,7813.0
2019-04-04 23:00:00,17.555305,34.03476,113.03947,7166.0
2019-04-05 00:00:00,16.055353,32.042023,117.42866,6396.0
2019-04-05 01:00:00,16.516901,32.569557,113.44808,5922.0
2019-04-05 02:00:00,13.207634,27.698954,117.89718,5880.0
2019-04-05 03:00:00,12.371645,26.420174,109.9165,5692.0
2019-04-05 04:00:00,10.823973,24.033876,106.53492,5401.0
2019-04-05 05:00:00,9.028754,20.991426,112.1664,4712.0
2019-04-05 06:00:00,9.255571,19.652176,118.442825,3615.0
2019-04-05 07:00:00,10.8955765,21.933426,113.19862,3000.0
2019-04-05 08:00:00,12.181625,20.929594,116.56499,2217.0
2019-04-05 09:00:00,12.10157,16.676977,122.660904,1776.0
2019-04-05 10:00:00,11.480557,14.799459,138.94528,1672.0
2019-04-05 11:00:00,11.983188,15.1884165,148.57048,1859.0
2019-04-05 12:00:00,15.141414,19.011953,161.22188,1797.0
2019-04-05 13:00:00,14.934577,19.0392,164.64981,1796.0
2019-04-05 14:00:00,13.493999,17.227419,169.15974,1954.0
2019-04-05 15:00:00,13.684735,18.014393,177.70944,1933.0
2019-04-05 16:00:00,13.708391,18.11841,200.95586,1803.0
2019-04-05 17:00:00,10.24578,13.237039,247.61981,1906.0
2019-04-05 18:00:00,8.654986,11.27553,286.6993,2356.0
2019-04-05 19:00:00,5.692099,11.885453,305.13428,2800.0
2019-04-05 20:00:00,8.707237,17.238699,331.29416,2979.0
2019-04-05 21:00:00,9.0645685,18.806337,5.492242,3140.0
2019-04-05 22:00:00,10.308831,23.023117,26.965645,3365.0
2019-04-05 23:00:00,8.669949,22.104116,59.676483,3622.0
2019-04-06 00:00:00,7.928178,19.652176,118.442825,3666.0
2019-04-06 01:00:00,9.0645685,19.803272,117.030785,3466.0
2019-04-06 02:00:00,10.105681,24.269983,110.85454,3653.0
2019-04-06 03:00:00,9.449572,23.584808,121.26367,3975.0
2019-04-06 04:00:00,7.729527,20.150354,131.37842,4235.0
2019-04-06 05:00:00,6.725354,16.595179,130.60121,4617.0
2019-04-06 06:00:00,9.36,18.11841,110.95586,4188.0
2019-04-06 07:00:00,11.212135,23.219301,97.12492,2710.0
2019-04-06 08:00:00,13.75558,24.48,90.0,2114.0
2019-04-06 09:00:00,13.32,19.813087,92.08252,2349.0
2019-04-06 10:00:00,15.137133,20.163212,88.977,3197.0
2019-04-06 11:00:00,15.226764,20.275383,83.88459,4481.0
2019-04-06 12:00:00,15.188415,19.852295,85.84044,5756.0
2019-04-06 13:00:00,15.941944,20.598795,84.98698,6299.0
2019-04-06 14:00:00,15.905319,20.929596,86.05489,6866.0
2019-04-06 15:00:00,17.057314,22.42427,84.47256,7495.0
2019-04-06 16:00:00,17.339897,23.469128,85.60138,7352.0
2019-04-06 17:00:00,17.462782,24.798223,76.56896,7977.0
2019-04-06 18:00:00,15.034041,24.884306,75.76269,10636.0
2019-04-06 19:00:00,14.707222,28.58545,73.162445,13148.0
2019-04-06 20:00:00,16.73516,32.839024,77.33494,13961.0
2019-04-06 21:00:00,18.0036,34.711544,84.644264,13512.0
2019-04-06 22:00:00,16.87398,33.574707,85.69562,11974.0
2019-04-06 23:00:00,15.629972,31.68818,88.69808,10494.0
2019-04-07 00:00:00,14.154915,29.522196,90.698685,9219.0
2019-04-07 01:00:00,12.7279215,27.359999,90.0,8158.0
2019-04-07 02:00:00,10.446206,24.693481,97.53935,7327.0
2019-04-07 03:00:00,10.308831,23.4,90.0,6722.0
2019-04-07 04:00:00,10.587917,23.576563,82.9836,6630.0
2019-04-07 05:00:00,10.137692,23.623243,82.11695,6482.0
2019-04-07 06:00:00,9.114471,21.986542,87.1845,5242.0
2019-04-07 07:00:00,8.759178,20.163212,88.977,2990.0
2019-04-07 08:00:00,10.661107,19.134262,85.68405,2413.0
2019-04-07 09:00:00,9.793058,13.979871,78.11137,4128.0
2019-04-07 10:00:00,10.144082,13.202726,64.133705,5917.0
2019-04-07 11:00:00,12.594856,16.610792,60.1012,6399.0
2019-04-07 12:00:00,15.941944,21.096123,64.74687,5880.0
2019-04-07 13:00:00,15.937878,20.150354,71.24126,5390.0
2019-04-07 14:00:00,12.57426,15.893093,76.908104,5157.0
2019-04-07 15:00:00,11.874544,15.281989,74.98159,5020.0
2019-04-07 16:00:00,11.043261,14.003029,72.03077,4881.0
2019-04-07 17:00:00,9.693296,12.43434,67.8905,4861.0
2019-04-07 18:00:00,8.373386,12.904882,67.01126,6311.0
2019-04-07 19:00:00,5.904439,14.20062,59.53454,7941.0
2019-04-07 20:00:00,8.435069,19.61587,47.231197,8487.0
2019-04-07 21:00:00,10.948973,25.488914,53.61555,8169.0
2019-04-07 22:00:00,12.218805,27.155552,51.458797,7316.0
2019-04-07 23:00:00,12.7279215,27.609911,50.290127,6209.0
2019-04-08 00:00:00,12.096214,26.795223,59.300358,4945.0
2019-04-08 01:00:00,10.163227,23.565567,71.28818,3961.0
2019-04-08 02:00:00,9.957108,23.358423,61.460106,3319.0
2019-04-08 03:00:00,9.686609,22.38378,62.198643,3166.0
2019-04-08 04:00:00,7.289445,19.995398,66.66594,3461.0
2019-04-08 05:00:00,8.217153,16.766108,75.068535,3474.0
2019-04-08 06:00:00,7.7043357,13.708391,66.80139,3442.0
2019-04-08 07:00:00,6.151683,13.044722,50.59937,3003.0
2019-04-08 08:00:00,7.172949,12.313894,37.875042,2743.0
2019-04-08 09:00:00,7.5685663,10.948973,27.40749,3038.0
2019-04-08 10:00:00,8.373386,11.435313,28.178495,3885.0
2019-04-08 11:00:00,10.805998,14.081477,32.471172,4781.0
2019-04-08 12:00:00,13.281023,16.87398,33.6901,5100.0
2019-04-08 13:00:00,13.584932,17.174677,33.023872,5830.0
2019-04-08 14:00:00,10.163227,12.904882,22.988754,6746.0
2019-04-08 15:00:00,12.7279215,16.1198,29.427368,7845.0
2019-04-08 16:00:00,13.979872,18.079027,35.272507,9075.0
2019-04-08 17:00:00,14.565548,19.134262,41.185837,10057.0
2019-04-08 18:00:00,13.896187,20.523157,37.875053,11251.0
2019-04-08 19:00:00,21.434364,32.59939,30.529623,12133.0
2019-04-08 20:00:00,19.813087,32.19938,26.564985,11256.0
2019-04-08 21:00:00,19.995398,33.00436,26.564985,10677.0
2019-04-08 22:00:00,19.966211,33.1845,28.511152,10175.0
2019-04-08 23:00:00,18.079027,30.312769,37.27826,9612.0
2019-04-09 00:00:00,18.089775,30.385365,36.326923,9135.0
2019-04-09 01:00:00,16.263872,27.959743,34.50859,8926.0
2019-04-09 02:00:00,15.778516,28.075384,40.84027,8935.0
2019-04-09 03:00:00,15.629971,27.238943,44.464615,9090.0
2019-04-09 04:00:00,15.986593,27.776047,42.37354,9475.0
2019-04-09 05:00:00,16.075521,27.333935,40.19198,8583.0
2019-04-09 06:00:00,15.496736,26.208397,37.184795,7091.0
2019-04-09 07:00:00,15.876775,26.368616,38.904144,6540.0
2019-04-09 08:00:00,17.935081,24.993437,41.49638,6549.0
2019-04-09 09:00:00,17.826363,23.675303,45.615982,6692.0
2019-04-09 10:00:00,16.563911,21.897945,43.667847,7230.0
2019-04-09 11:00:00,16.323528,21.142147,42.92997,7763.0
2019-04-09 12:00:00,16.80857,21.897945,43.667847,8012.0
2019-04-09 13:00:00,18.075441,23.419376,44.999897,8334.0
2019-04-09 14:00:00,15.530151,19.602652,44.256035,8888.0
2019-04-09 15:00:00,13.979872,17.786331,35.942207,9757.0
2019-04-09 16:00:00,17.49615,22.322903,37.794006,10747.0
2019-04-09 17:00:00,17.49615,22.828087,37.954285,11351.0
2019-04-09 18:00:00,18.289274,24.408424,37.208004,12866.0
2019-04-09 19:00:00,17.283749,24.985659,36.209553,14491.0
2019-04-09 20:00:00,17.10284,27.666182,32.242443,14624.0
2019-04-09 21:00:00,15.986593,26.649727,38.418083,14019.0
2019-04-09 22:00:00,15.349684,26.739542,43.36347,12769.0
2019-04-09 23:00:00,14.904173,27.026386,41.760216,11468.0
2019-04-10 00:00:00,14.113652,25.72174,43.29869,10731.0
2019-04-10 01:00:00,12.599998,24.184391,44.396984,9974.0
2019-04-10 02:00:00,11.525623,21.67487,48.366554,9924.0
2019-04-10 03:00:00,9.449572,19.376562,54.833485,10348.0
2019-04-10 04:00:00,8.404285,17.555307,61.858498,10950.0
2019-04-10 05:00:00,8.913181,17.551615,64.48618,10279.0
2019-04-10 06:00:00,8.942214,17.447933,68.19854,8030.0
2019-04-10 07:00:00,10.086427,17.782688,68.62931,7055.0
2019-04-10 08:00:00,10.966713,15.827721,72.80138,8447.0
2019-04-10 09:00:00,13.138765,17.106628,81.528946,8982.0
2019-04-10 10:00:00,13.722565,17.654688,87.66274,8641.0
2019-04-10 11:00:00,12.599999,15.84409,91.301926,8080.0
2019-04-10 12:00:00,12.324414,15.517629,86.00917,8162.0
2019-04-10 13:00:00,12.9249525,16.167967,78.4399,8298.0
2019-04-10 14:00:00,11.384198,13.979872,55.491425,8951.0
2019-04-10 15:00:00,11.090103,13.979872,55.491425,10289.0
2019-04-10 16:00:00,12.096214,15.192682,53.67309,11476.0
2019-04-10 17:00:00,13.896187,18.289274,53.8067,12183.0
2019-04-10 18:00:00,15.815435,21.479664,50.440376,13686.0
2019-04-10 19:00:00,16.548256,24.951921,46.169064,15544.0
2019-04-10 20:00:00,17.309975,27.748037,45.525578,15929.0
2019-04-10 21:00:00,17.654688,29.131096,39.98684,15351.0
2019-04-10 22:00:00,18.161278,30.0767,42.08909,14402.0
2019-04-10 23:00:00,16.055355,27.757376,46.576496,13367.0
2019-04-11 00:00:00,16.676977,27.86921,61.448715,11950.0
2019-04-11 01:00:00,13.684735,25.318008,60.15416,10993.0
2019-04-11 02:00:00,12.7279215,23.688984,53.65245,10156.0
2019-04-11 03:00:00,11.966954,23.770906,54.865723,9761.0
2019-04-11 04:00:00,12.768586,24.063513,51.072456,9650.0
2019-04-11 05:00:00,13.276144,24.522314,49.76371,8978.0
2019-04-11 06:00:00,13.276144,23.708124,48.07754,6299.0
2019-04-11 07:00:00,13.324863,23.166216,45.629517,5437.0
2019-04-11 08:00:00,14.264361,20.620804,45.707233,7198.0
2019-04-11 09:00:00,14.529915,19.174856,50.3322,8266.0
2019-04-11 10:00:00,14.84318,18.723461,52.02834,7866.0
2019-04-11 11:00:00,14.84318,18.947083,38.829834,7295.0
2019-04-11 12:00:00,14.480773,18.581022,35.537766,7329.0
2019-04-11 13:00:00,14.618837,18.161278,39.36931,7670.0
2019-04-11 14:00:00,13.608762,17.208603,37.34943,8371.0
2019-04-11 15:00:00,14.336861,18.391737,40.236294,8904.0
2019-04-11 16:00:00,14.84318,19.406637,40.485935,8833.0
2019-04-11 17:00:00,16.039202,21.142147,47.070034,8743.0
2019-04-11 18:00:00,15.815435,21.710716,49.70793,8648.0
2019-04-11 19:00:00,17.31746,24.946726,44.999897,9043.0
2019-04-11 20:00:00,16.548256,24.195107,46.808723,8956.0
2019-04-11 21:00:00,12.496718,19.174856,50.3322,8528.0
2019-04-11 22:00:00,16.563911,25.02971,49.66694,8199.0
2019-04-11 23:00:00,14.264361,23.1774,46.888172,7772.0
2019-04-12 00:00:00,14.021525,22.657131,45.64367,7468.0
2019-04-12 01:00:00,13.004922,21.38897,46.363857,7193.0
2019-04-12 02:00:00,13.979872,23.740902,40.695446,7233.0
2019-04-12 03:00:00,13.281023,22.961115,41.185825,7191.0
2019-04-12 04:00:00,12.4811535,21.437386,40.9143,7307.0
2019-04-12 05:00:00,12.819235,20.364674,44.999897,6951.0
2019-04-12 06:00:00,12.738099,20.150354,48.621593,6221.0
2019-04-12 07:00:00,13.755579,23.469128,48.731503,6635.0
2019-04-12 08:00:00,15.273505,22.159746,46.97493,7676.0
2019-04-12 09:00:00,15.408671,21.096123,53.325558,7474.0
2019-04-12 10:00:00,18.278645,24.079666,58.44866,7221.0
2019-04-12 11:00:00,17.551615,22.553934,65.48038,7031.0
2019-04-12 12:00:00,15.7908325,21.129885,66.929565,7560.0
2019-04-12 13:00:00,14.973577,19.64228,63.904633,7644.0
2019-04-12 14:00:00,12.7279215,16.29174,44.999897,7899.0
2019-04-12 15:00:00,13.891522,18.278645,57.875034,7583.0
2019-04-12 16:00:00,16.575644,22.366402,56.82148,6714.0
2019-04-12 17:00:00,16.548256,22.401142,44.999897,5866.0
2019-04-12 18:00:00,12.768586,18.440998,51.34017,5778.0
2019-04-12 19:00:00,15.124284,21.889065,53.69541,6004.0
2019-04-12 20:00:00,11.808878,18.11841,40.971645,5922.0
2019-04-12 21:00:00,12.88981,21.203358,40.179176,6052.0
2019-04-12 22:00:00,13.004922,21.252197,51.18861,5920.0
2019-04-12 23:00:00,11.753876,19.296135,53.343807,6088.0
2019-04-13 00:00:00,10.587918,17.782686,58.240574,6331.0
2019-04-13 01:00:00,9.673221,16.992609,53.61555,6552.0
2019-04-13 02:00:00,11.753876,20.929594,49.185013,6510.0
2019-04-13 03:00:00,12.984975,22.180206,54.246033,6873.0
2019-04-13 04:00:00,12.682018,22.728518,60.592903,7172.0
2019-04-13 05:00:00,11.609651,21.933426,66.801384,6783.0
2019-04-13 06:00:00,11.298495,21.461555,67.306175,5716.0
2019-04-13 07:00:00,12.24,20.858265,68.74943,5666.0
2019-04-13 08:00:00,11.435313,20.326454,67.06787,6493.0
2019-04-13 09:00:00,12.599998,18.171976,56.3099,7280.0
2019-04-13 10:00:00,12.218805,16.831684,48.468323,7742.0
2019-04-13 11:00:00,15.0038395,20.316889,60.25522,8393.0
2019-04-13 12:00:00,16.78156,21.794127,67.6713,9275.0
2019-04-13 13:00:00,18.057508,23.871555,66.91485,9899.0
2019-04-13 14:00:00,13.527572,17.727943,66.03751,9868.0
2019-04-13 15:00:00,16.704155,22.97522,54.5666,9910.0
2019-04-13 16:00:00,15.990646,22.104116,59.676483,8775.0
2019-04-13 17:00:00,15.7908325,21.933426,66.801384,8495.0
2019-04-13 18:00:00,14.934577,21.218632,75.25639,9040.0
2019-04-13 19:00:00,14.277983,21.794127,59.19863,10236.0
2019-04-13 20:00:00,10.009036,18.075441,45.806843,10781.0
2019-04-13 21:00:00,12.904882,22.682856,35.960606,10760.0
2019-04-13 22:00:00,16.299694,27.07669,35.803432,10165.0
2019-04-13 23:00:00,15.986593,27.059933,40.683887,9996.0
2019-04-14 00:00:00,15.124284,25.711662,44.432816,9295.0
2019-04-14 01:00:00,16.563911,27.511158,47.12111,8740.0
2019-04-14 02:00:00,16.870138,27.579382,54.027523,8305.0
2019-04-14 03:00:00,18.671474,29.88217,58.799557,7881.0
2019-04-14 04:00:00,17.148247,24.985659,53.79046,8019.0
2019-04-14 05:00:00,13.324863,25.233404,47.89135,7935.0
2019-04-14 06:00:00,18.075441,23.928492,44.999897,6875.0
2019-04-14 07:00:00,16.80857,22.657131,44.35633,6641.0
2019-04-14 08:00:00,13.830749,21.129883,44.309803,7224.0
2019-04-14 09:00:00,14.773164,21.650938,47.021362,8316.0
2019-04-14 10:00:00,16.08761,22.608458,52.765083,9580.0
2019-04-14 11:00:00,16.323528,23.557316,51.20343,10833.0
2019-04-14 12:00:00,19.228851,26.712873,52.66673,11453.0
2019-04-14 13:00:00,22.553934,31.079075,64.62229,11934.0
2019-04-14 14:00:00,23.469128,32.85678,57.528828,12133.0
2019-04-14 15:00:00,18.668005,26.28,41.11199,12321.0
2019-04-14 16:00:00,19.272614,26.867676,35.18079,11714.0
2019-04-14 17:00:00,19.881649,28.266304,43.451904,11297.0
2019-04-14 18:00:00,15.546833,22.915916,43.72705,11340.0
2019-04-14 19:00:00,11.91812,21.767351,34.215755,11619.0
2019-04-14 20:00:00,15.141414,29.882166,36.179718,11321.0
2019-04-14 21:00:00,16.992609,32.862694,42.78033,11142.0
2019-04-14 22:00:00,16.055355,31.667723,49.610725,10666.0
2019-04-14 23:00:00,15.072783,30.190672,59.153484,10210.0
2019-04-15 00:00:00,14.982228,30.589407,63.435013,9911.0
2019-04-15 01:00:00,17.068707,33.29173,68.428635,10150.0
2019-04-15 02:00:00,16.58346,31.09575,69.67678,10087.0
2019-04-15 03:00:00,15.379206,29.795301,64.98315,10215.0
2019-04-15 04:00:00,14.618837,28.84721,60.87604,9983.0
2019-04-15 05:00:00,14.113652,28.091534,59.16224,9084.0
2019-04-15 06:00:00,12.599998,25.944988,60.94549,7514.0
2019-04-15 07:00:00,12.313894,23.675304,61.876366,5921.0
2019-04-15 08:00:00,11.983188,19.164717,61.99092,5050.0
2019-04-15 09:00:00,12.55879,16.92383,66.161255,5786.0
2019-04-15 10:00:00,12.768586,16.516901,69.59004,7833.0
2019-04-15 11:00:00,12.641076,16.055353,70.346085,9947.0
2019-04-15 12:00:00,13.779114,17.533146,70.8209,10438.0
2019-04-15 13:00:00,15.141414,19.242327,72.58194,10616.0
2019-04-15 14:00:00,12.641076,15.937878,71.564964,10931.0
2019-04-15 15:00:00,12.768586,16.311613,67.963715,12566.0
2019-04-15 16:00:00,13.049689,16.595179,65.65892,14026.0
2019-04-15 17:00:00,14.021525,17.873556,62.402794,14071.0
2019-04-15 18:00:00,14.693999,20.140705,61.144444,16851.0
2019-04-15 19:00:00,12.538134,21.385939,53.901627,20340.0
2019-04-15 20:00:00,12.229406,25.233404,47.89135,21501.0
2019-04-15 21:00:00,15.192682,30.145567,40.15594,21067.0
2019-04-15 22:00:00,17.654688,32.846916,43.667862,19553.0
2019-04-15 23:00:00,16.80857,32.37799,48.154926,18233.0
2019-04-16 00:00:00,14.336861,28.961546,55.1246,16986.0
2019-04-16 01:00:00,12.768586,26.161375,55.653847,15723.0
2019-04-16 02:00:00,11.885453,25.284714,61.975594,14838.0
2019-04-16 03:00:00,12.10157,25.952478,66.279594,14344.0
2019-04-16 04:00:00,12.72283,27.210379,72.28412,14557.0
2019-04-16 05:00:00,13.207634,27.534704,78.6901,12788.0
2019-04-16 06:00:00,12.0694,25.567604,80.2725,9826.0
2019-04-16 07:00:00,13.905509,25.849905,77.125,6729.0
2019-04-16 08:00:00,14.689589,23.510508,78.51804,6098.0
2019-04-16 09:00:00,15.226764,20.598795,84.98698,7758.0
2019-04-16 10:00:00,15.517629,20.275383,96.11541,10444.0
2019-04-16 11:00:00,17.654686,23.224882,108.99674,11525.0
2019-04-16 12:00:00,21.578989,28.357855,118.84257,11435.0
2019-04-16 13:00:00,21.67487,28.357855,123.08486,11137.0
2019-04-16 14:00:00,18.35647,23.667091,116.17523,11186.0
2019-04-16 15:00:00,18.11841,23.4,112.61991,11703.0
2019-04-16 16:00:00,18.11841,24.066206,111.960625,12476.0
2019-04-16 17:00:00,18.331741,24.269983,110.85454,12772.0
2019-04-16 18:00:00,16.946787,24.098497,103.828674,15463.0
2019-04-16 19:00:00,12.620554,23.219301,97.12492,17917.0
2019-04-16 20:00:00,10.799999,24.858253,100.00792,18723.0
2019-04-16 21:00:00,11.901798,26.932714,98.45494,19032.0
2019-04-16 22:00:00,14.512064,30.599998,90.0,17914.0
2019-04-16 23:00:00,18.448023,35.690872,98.70214,17029.0
2019-04-17 00:00:00,16.700275,33.11413,101.920715,16002.0
2019-04-17 01:00:00,15.158522,31.427404,99.89386,14667.0
2019-04-17 02:00:00,15.496736,31.782108,99.78234,13590.0
2019-04-17 03:00:00,16.23596,32.407997,91.273,13048.0
2019-04-17 04:00:00,14.764389,30.49818,97.46047,13047.0
2019-04-17 05:00:00,12.599999,26.932714,98.45494,11425.0
2019-04-17 06:00:00,11.183201,25.325686,95.7105,8017.0
2019-04-17 07:00:00,12.979984,24.881702,93.31772,5595.0
2019-04-17 08:00:00,14.044615,23.444265,93.521385,6313.0
2019-04-17 09:00:00,13.684735,18.36353,91.12328,9209.0
2019-04-17 10:00:00,14.77755,19.083395,88.919106,10225.0
2019-04-17 11:00:00,16.215992,20.929596,93.945114,9957.0
2019-04-17 12:00:00,15.941944,20.364674,98.13002,9445.0
2019-04-17 13:00:00,16.343367,21.077686,97.853226,9004.0
2019-04-17 14:00:00,14.440443,18.089775,95.7105,9004.0
2019-04-17 15:00:00,15.484185,19.8,90.0,9327.0
2019-04-17 16:00:00,17.294992,22.33161,88.15243,9895.0
2019-04-17 17:00:00,15.986595,21.38897,83.233925,10396.0
2019-04-17 18:00:00,13.32,18.59845,75.42574,13551.0
2019-04-17 19:00:00,10.853866,21.24,90.0,17251.0
2019-04-17 20:00:00,11.165805,25.417631,74.38895,18434.0
2019-04-17 21:00:00,13.684735,29.69727,59.393673,18089.0
2019-04-17 22:00:00,14.799459,31.32207,52.471497,17213.0
2019-04-17 23:00:00,15.408671,31.75355,57.030594,16522.0
2019-04-18 00:00:00,12.783802,28.03612,65.738716,15919.0
2019-04-18 01:00:00,10.383987,23.683512,70.46326,15192.0
2019-04-18 02:00:00,10.009036,22.66857,69.55037,14690.0
2019-04-18 03:00:00,10.883676,25.478743,66.69509,14306.0
2019-04-18 04:00:00,11.841756,27.684914,77.22876,14442.0
2019-04-18 05:00:00,11.792404,27.475807,84.73769,12911.0
2019-04-18 06:00:00,11.525623,26.302181,92.35325,9081.0
2019-04-18 07:00:00,11.879999,24.74329,98.3658,6044.0
2019-04-18 08:00:00,11.570515,20.570463,94.0141,6584.0
2019-04-18 09:00:00,11.570515,15.856356,87.3975,9379.0
2019-04-18 10:00:00,11.525623,15.119999,90.0,13650.0
2019-04-18 11:00:00,11.165805,14.417988,92.86235,17175.0
2019-04-18 12:00:00,11.252519,14.205182,98.74608,16833.0
2019-04-18 13:00:00,12.783802,16.167967,101.560104,17425.0
2019-04-18 14:00:00,19.45333,25.210283,88.363464,17766.0
2019-04-18 15:00:00,18.532133,23.933907,83.08887,17802.0
2019-04-18 16:00:00,18.129137,23.857979,84.805664,17306.0
2019-04-18 17:00:00,17.106628,23.177402,83.75819,15792.0
2019-04-18 18:00:00,14.408997,21.2522,79.261154,17018.0
2019-04-18 19:00:00,10.948973,21.603,66.425285,20051.0
2019-04-18 20:00:00,11.770403,26.072052,72.31551,21071.0
2019-04-18 21:00:00,12.57426,28.162956,85.60138,20811.0
2019-04-18 22:00:00,12.57426,28.460497,87.8253,19495.0
2019-04-18 23:00:00,12.57426,28.802248,89.28386,18368.0
2019-04-19 00:00:00,13.339445,29.834423,98.32557,17276.0
2019-04-19 01:00:00,12.605142,28.410364,98.74608,16236.0
2019-04-19 02:00:00,11.659777,26.302181,92.35325,15508.0
2019-04-19 03:00:00,14.003029,29.834423,81.67444,14667.0
2019-04-19 04:00:00,16.454008,33.31508,83.796646,14138.0
2019-04-19 05:00:00,17.28,33.887836,93.044716,12505.0
2019-04-19 06:00:00,15.5843,31.559088,101.18172,8275.0
2019-04-19 07:00:00,15.226764,29.168886,102.83562,4415.0
2019-04-19 08:00:00,14.264361,25.071096,105.83246,4295.0
2019-04-19 09:00:00,13.1041975,18.214718,108.43504,5269.0
2019-04-19 10:00:00,11.165805,14.372974,112.067955,7383.0
2019-04-19 11:00:00,9.227524,11.770403,113.42871,8990.0
2019-04-19 12:00:00,7.8625183,9.449572,107.74477,8484.0
2019-04-19 13:00:00,7.42159,9.0,106.26028,8349.0
2019-04-19 14:00:00,13.276144,16.520823,78.6901,8249.0
2019-04-19 15:00:00,13.896187,17.208603,74.219185,8530.0
2019-04-19 16:00:00,14.458382,18.214718,71.564964,9212.0
2019-04-19 17:00:00,13.905509,18.455048,69.44388,9145.0
2019-04-19 18:00:00,14.386494,20.00512,59.743652,11056.0
2019-04-19 19:00:00,14.529915,24.693481,44.409416,13377.0
2019-04-19 20:00:00,18.171976,32.61727,37.375893,13756.0
2019-04-19 21:00:00,16.641972,31.63087,41.30852,13012.0
2019-04-19 22:00:00,14.4,28.79325,42.46639,12534.0
2019-04-19 23:00:00,12.096214,25.96995,43.876797,11598.0
2019-04-20 00:00:00,10.383987,22.932877,42.455162,10340.0
2019-04-20 01:00:00,9.220499,20.65848,48.53239,9004.0
2019-04-20 02:00:00,10.495713,22.406927,43.69813,7928.0
2019-04-20 03:00:00,9.290511,20.88,46.39711,7157.0
2019-04-20 04:00:00,7.7043357,18.161278,50.630707,6875.0
2019-04-20 05:00:00,6.763786,16.055355,47.72637,6214.0
2019-04-20 06:00:00,7.072878,15.484185,35.537766,4142.0
2019-04-20 07:00:00,9.227524,15.408671,37.405437,1956.0
2019-04-20 08:00:00,7.0911775,10.495713,30.963696,1575.0
2019-04-20 09:00:00,6.9899354,9.0,16.26028,2331.0
2019-04-20 10:00:00,7.69592,9.605998,12.99463,3288.0
2019-04-20 11:00:00,8.825508,11.013882,11.3098955,3596.0
2019-04-20 12:00:00,9.255571,11.525623,14.470333,3383.0
2019-04-20 13:00:00,9.0,11.27553,16.699326,3213.0
2019-04-20 14:00:00,8.427383,10.24578,18.435053,3438.0
2019-04-20 15:00:00,8.209263,10.137692,16.504446,4049.0
2019-04-20 16:00:00,8.311245,10.24578,18.435053,5014.0
2019-04-20 17:00:00,9.339208,11.435313,28.178495,6189.0
2019-04-20 18:00:00,11.808878,15.408671,37.405437,8682.0
2019-04-20 19:00:00,13.755579,23.1774,43.111843,11539.0
2019-04-20 20:00:00,12.7279215,25.741888,47.83418,12334.0
2019-04-20 21:00:00,12.218805,26.826641,49.899166,11858.0
2019-04-20 22:00:00,12.738099,28.51282,52.695976,10747.0
2019-04-20 23:00:00,13.513193,28.757215,55.713078,9372.0
2019-04-21 00:00:00,12.4811535,27.047956,63.093983,7826.0
2019-04-21 01:00:00,10.948973,25.161398,70.78723,6693.0
2019-04-21 02:00:00,12.303366,27.333935,77.06194,5729.0
2019-04-21 03:00:00,11.440978,26.368616,85.30141,5101.0
2019-04-21 04:00:00,9.826088,24.130743,91.70978,4926.0
2019-04-21 05:00:00,9.114471,22.033648,94.68582,4612.0
2019-04-21 06:00:00,9.114471,21.746504,96.654335,3275.0
2019-04-21 07:00:00,10.495713,21.077686,97.853226,1306.0
2019-04-21 08:00:00,9.422101,16.575644,92.4895,753.0
2019-04-21 09:00:00,9.3669195,12.287555,95.04236,1379.0
2019-04-21 10:00:00,8.707238,10.8955765,97.59455,2032.0
2019-04-21 11:00:00,8.350138,10.182337,98.13002,1878.0
2019-04-21 12:00:00,7.928178,9.746631,94.23632,1606.0
2019-04-21 13:00:00,6.638072,8.049845,79.69521,1577.0
